++
||
++
++


Similar words to addiction
expert count: 16088 | Novice has 1434 less
+-----------------------+------------+------------+------------+
|          Word         | Novice Pos | Expert Pos | Difference |
|      stressors       |    122     |    164     |    -42     |
|      bleaching       |    123     |     69     |     54     |
|      treatment       |    124     |    100     |     24     |
|     prophylaxis      |    125     |    192     |    -67     |
|    phototoxicity     |    126     |     51     |     75     |
|     contaminant      |    127     |    127     |     0      |
|    hypercalcemia     |    128     |     94     |     34     |
|       ketosis        |    129     |    124     |     5      |
|     perspiration     |    130     |     -      |     -      |
|     variability      |    131     |    175     |    -44     |
|      dispersion      |    132     |     -      |     -      |
|      infections      |    133     |    122     |     11     |
|     ototoxicity      |    134     |     90     |     44     |
|    biodegradation    |    135     |     95     |     40     |
|      bacteremia      |    136     |     89     |     47     |
|   supplementation    |    137     |    131     |     6      |
|    photosensitive    |    138     |     -      |     -      |
|      leukopenia      |    139     |    184     |    -45     |
|    volatilization    |    140     |    163     |    -23     |
|      morbidity       |    141     |     -      |     -      |
|       asphyxia       |    142     |     -      |     -      |
|     intoxication     |    143     |    176     |    -33     |
|    concentration     |    144     |    141     |     3      |
|        dosage        |    145     |    165     |    -20     |
|        toxic         |    146     |    158     |    -12     |
|       impacts        |    147     |    151     |     -4     |
|      treatments      |    148     |    153     |     -5     |
|      incidence       |    149     |     -      |     -      |
|        rashes        |    150     |    140     |     10     |
|     hyperkalemia     |    151     |    116     |     35     |
|    photobleaching    |    152     |    136     |     16     |
|       relapse        |    153     |     -      |     -      |
|      iatrogenic      |    154     |     -      |     -      |
|     inoculations     |    155     |    171     |    -16     |
|     neutropenia      |    156     |     80     |     76     |
|     cytotoxicity     |    157     |    134     |     23     |
|     genotoxicity     |    158     |    119     |     39     |
|     obscuration      |    159     |     -      |     -      |
|        caries        |    160     |    109     |     51     |
|      asthmatics      |    161     |    150     |     11     |
|     anaphylactic     |    162     |    186     |    -24     |
|      lethality       |    163     |     -      |     -      |
|      shrinkage       |    164     |    187     |    -23     |
|    seroconversion    |    165     |    195     |    -30     |
|       adverse        |    166     |     -      |     -      |
|     exacerbation     |    167     |     -      |     -      |
|        glare         |    168     |    135     |     33     |
|      mortality       |    169     |     -      |     -      |
|      ampicillin      |    170     |     -      |     -      |
|     endotoxemia      |    171     |    174     |     -3     |
|      toxaphene       |    172     |    199     |    -27     |
|       actinic        |    173     |     66     |    107     |
|     fluconazole      |    174     |     -      |     -      |
|     phototherapy     |    175     |    189     |    -14     |
|       allergy        |    176     |    118     |     58     |
|   carcinogenicity    |    177     |    194     |    -17     |
|        amount        |    178     |    170     |     8      |
|        ileus         |    179     |     -      |     -      |
|      silicosis       |    180     |    103     |     77     |
|     envenomation     |    181     |     -      |     -      |
|     radioiodine      |    182     |    104     |     78     |
|     carcinogenic     |    183     |    120     |     63     |
|     vinclozolin      |    184     |     -      |     -      |
|    conjunctivitis    |    185     |     -      |     -      |
|  methemoglobinemia   |    186     |     92     |     94     |
|   experimentation    |    187     |    147     |     40     |
|        damage        |    188     |    196     |     -8     |
|     blepharitis      |    189     |     -      |     -      |
|      ingestions      |    190     |     -      |     -      |
|    oversaturation    |    191     |     -      |     -      |
|       prenatal       |    192     |    162     |     30     |
|     oxidization      |    193     |    154     |     39     |
|       redness        |    194     |    191     |     3      |
|     overexertion     |    195     |     -      |     -      |
|     overpressure     |    196     |     -      |     -      |
|      endotoxin       |    197     |     -      |     -      |
|     evaporation      |    198     |    172     |     26     |
|       spoilage       |    199     |    114     |     85     |
|     aerosolized      |    200     |     -      |     -      |
+----------------------+------------+------------+------------+


Similar words to freud
expert count: 10409 | Novice has 498 less
+---------------------+------------+------------+------------+
|         Word        | Novice Pos | Expert Pos | Difference |
+---------------------+------------+------------+------------+
|        freuds       |     1      |     1      |     0      |
|        lacan        |     2      |     3      |     -1     |
|    psychoanalysis   |     3      |     2      |     1      |
|    psychoanalytic   |     4      |     5      |     -1     |
|       freudian      |     5      |     4      |     1      |
|      nietzsche      |     6      |     6      |     0      |
|       silberer      |     7      |     8      |     -1     |
|     wittgenstein    |     8      |     24     |    -16     |
|       bergler       |     9      |     10     |     -1     |
|        wundt        |     10     |     12     |     -2     |
|       husserl       |     11     |     20     |     -9     |
|       marcuse       |     12     |     13     |     -1     |
|   psychoanalytical  |     13     |     23     |    -10     |
|      schelling      |     14     |     31     |    -17     |
|    psychoanalysts   |     15     |     14     |     1      |
|        hegel        |     16     |     7      |     9      |
|       jungian       |     17     |     11     |     6      |
|       sulloway      |     18     |     27     |     -9     |
|        fliess       |     19     |     36     |    -17     |
|        sartre       |     20     |     26     |     -6     |
|       derrida       |     21     |     17     |     4      |
|       sigmund       |     22     |     29     |     -7     |
|       vygotsky      |     23     |     33     |    -10     |
|       lacanian      |     24     |     25     |     -1     |
|    psychoanalyst    |     25     |     30     |     -5     |
|     kierkegaard     |     26     |     35     |     -9     |
|       schreber      |     27     |     42     |    -15     |
|         kant        |     28     |     32     |     -4     |
|      althusser      |     29     |     9      |     20     |
|      binswanger     |     30     |     21     |     9      |
|      heidegger      |     31     |     18     |     13     |
|        stekel       |     32     |     19     |     13     |
|        simmel       |     33     |     47     |    -14     |
|      winnicott      |     34     |     40     |     -6     |
|         marx        |     35     |     39     |     -4     |
|       durkheim      |     36     |     69     |    -33     |
|       bourdieu      |     37     |     58     |    -21     |
|      bettelheim     |     38     |     38     |     0      |
|        bowlby       |     39     |     15     |     24     |
|        fichte       |     40     |     45     |     -5     |
|       kernberg      |     41     |     22     |     19     |
|       foucault      |     42     |     53     |    -11     |
|      kraepelin      |     43     |     28     |     15     |
|       lyotard       |     44     |     74     |    -30     |
|       bleuler       |     45     |     66     |    -21     |
|       dilthey       |     46     |     55     |     -9     |
|       stirner       |     47     |     46     |     1      |
|        frankl       |     48     |     49     |     -1     |
|       bergson       |     49     |     71     |    -22     |
|    wollstonecraft   |     50     |     78     |    -28     |
|        frege        |     51     |     50     |     1      |
|       gadamer       |     52     |     51     |     1      |
|    schleiermacher   |     53     |     84     |    -31     |
|       deleuze       |     54     |     34     |     20     |
|        horney       |     55     |     37     |     18     |
|       eysenck       |     56     |     41     |     15     |
|       habermas      |     57     |     54     |     3      |
|       scheler       |     58     |     79     |    -21     |
|        piaget       |     59     |     60     |     -1     |
|    phenomenology    |     60     |     72     |    -12     |
|       spinoza       |     61     |     70     |     -9     |
|       fenichel      |     62     |     64     |     -2     |
|        jungs        |     63     |     59     |     4      |
|        marxs        |     64     |     80     |    -16     |
|       goffman       |     65     |     52     |     13     |
|      feyerabend     |     66     |    145     |    -79     |
|      spielrein      |     67     |    147     |    -80     |
|        popper       |     68     |     91     |    -23     |
|       herbart       |     69     |     43     |     26     |
|       ferenczi      |     70     |     16     |     54     |
|    psychodynamic    |     71     |     86     |    -15     |
|       rousseau      |     72     |     56     |     16     |
| countertransference |     73     |     95     |    -22     |
|       polanyi       |     74     |    183     |    -109    |
|   psychopathology   |     75     |     63     |     12     |
|        adorno       |     76     |     87     |    -11     |
|       grünbaum      |     77     |     68     |     9      |
|       lachmann      |     78     |    124     |    -46     |
|      niederland     |     79     |    116     |    -37     |
|      velikovsky     |     80     |     77     |     3      |
|     friedländer     |     81     |     81     |     0      |
|       lothane       |     82     |    126     |    -44     |
|     schopenhauer    |     83     |     61     |     22     |
|       marxism       |     84     |    136     |    -52     |
|        whorf        |     85     |    114     |    -29     |
|     behaviorism     |     86     |     83     |     3      |
|      weininger      |     87     |     -      |     -      |
|    psychotherapy    |     88     |    105     |    -17     |
|   phenomenological  |     89     |    101     |    -12     |
|      dostoevsky     |     90     |    131     |    -41     |
|     sanielevici     |     91     |    130     |    -39     |
|      mainländer     |     92     |    148     |    -56     |
|      empiricism     |     93     |    103     |    -10     |
|        kohut        |     94     |     44     |     50     |
|        lukács       |     95     |     65     |     30     |
|        rorty        |     96     |    107     |    -11     |
|       haeckel       |     97     |    102     |     -5     |
|      aristotle      |     98     |     82     |     16     |
|       gestalt       |     99     |    123     |    -24     |
|       neuroses      |    100     |     90     |     10     |
|        szasz        |    101     |     96     |     5      |
|       proudhon      |    102     |    165     |    -63     |
|      phrenology     |    103     |    112     |     -9     |
|        carnap       |    104     |     98     |     6      |
|     hegelianism     |    105     |    172     |    -67     |
|        ebing        |    106     |     76     |     30     |
|      titchener      |    107     |     73     |     34     |
|        ricœur       |    108     |    113     |     -5     |
|      haushofer      |    109     |     -      |     -      |
|         bohm        |    110     |    106     |     4      |
|   ethnomethodology  |    111     |    120     |     -9     |
|        fromm        |    112     |    128     |    -16     |
|        eliade       |    113     |     99     |     14     |
|    schizophrenia    |    114     |    109     |     5      |
|       vitalist      |    115     |     -      |     -      |
|    intentionality   |    116     |    162     |    -46     |
|       virchow       |    117     |     -      |     -      |
|      schumpeter     |    118     |    129     |    -11     |
|      swedenborg     |    119     |     93     |     26     |
|      zarifopol      |    120     |     -      |     -      |
|        proust       |    121     |     -      |     -      |
|    structuralism    |    122     |    137     |    -15     |
|      lovinescu      |    123     |     -      |     -      |
|        rieff        |    124     |     -      |     -      |
|         jung        |    125     |    184     |    -59     |
|       flechsig      |    126     |    132     |     -6     |
|        mesmer       |    127     |    185     |    -58     |
|    existentialism   |    128     |    167     |    -39     |
|        levay        |    129     |     75     |     54     |
|     behaviourism    |    130     |    115     |     15     |
|       voronoff      |    131     |     -      |     -      |
|      positivism     |    132     |    143     |    -11     |
|      analysand      |    133     |    154     |    -21     |
|       einstein      |    134     |    133     |     1      |
|        goethe       |    135     |    156     |    -21     |
|       goldmann      |    136     |     -      |     -      |
|       vitalism      |    137     |    192     |    -55     |
|       kautsky       |    138     |     -      |     -      |
|      hypnotism      |    139     |    118     |     21     |
|     transference    |    140     |     88     |     52     |
|    postmodernism    |    141     |    170     |    -29     |
|      blavatsky      |    142     |    104     |     38     |
|        korsch       |    143     |     -      |     -      |
|        federn       |    144     |    150     |     -6     |
|       scruton       |    145     |    157     |    -12     |
|       brentano      |    146     |     -      |     -      |
|   phenomenologists  |    147     |     -      |     -      |
|       bernays       |    148     |    169     |    -21     |
|       adlerian      |    149     |     -      |     -      |
|        rilke        |    150     |     -      |     -      |
|     psychosexual    |    151     |    117     |     34     |
|        tarnas       |    152     |    199     |    -47     |
|    psychodynamics   |    153     |     -      |     -      |
|      heideggers     |    154     |    142     |     12     |
|      feuerbach      |    155     |    146     |     9      |
|        szondi       |    156     |    127     |     29     |
|        rolat        |    157     |    174     |    -17     |
|       bultmann      |    158     |    155     |     3      |
|        lukacs       |    159     |     -      |     -      |
|        žižek        |    160     |    122     |     38     |
|      festinger      |    161     |    176     |    -15     |
|       tiebout       |    162     |     -      |     -      |
|       loewald       |    163     |    198     |    -35     |
|      dialectics     |    164     |    119     |     45     |
|      nietzsches     |    165     |     -      |     -      |
|      călinescu      |    166     |    175     |     -9     |
|     winckelmann     |    167     |     -      |     -      |
|       driesch       |    168     |     -      |     -      |
|      narcissism     |    169     |     48     |    121     |
|       hegelian      |    170     |    138     |     32     |
|      theosophy      |    171     |    158     |     13     |
|        cixous       |    172     |     -      |     -      |
|       broszat       |    173     |    100     |     73     |
|       kantian       |    174     |    195     |    -21     |
|        evola        |    175     |    135     |     40     |
|     logotherapy     |    176     |     57     |    119     |
|        aderca       |    177     |     -      |     -      |
|        perls        |    178     |    197     |    -19     |
|      metzinger      |    179     |     -      |     -      |
|    psychological    |    180     |    186     |     -6     |
|    anthroposophy    |    181     |     -      |     -      |
|    existentialist   |    182     |     -      |     -      |
|       wiligut       |    183     |     -      |     -      |
|        krafft       |    184     |     89     |     95     |
|       dennett       |    185     |    188     |     -3     |
|     sociobiology    |    186     |     -      |     -      |
|       romberg       |    187     |     -      |     -      |
|       rascher       |    188     |     -      |     -      |
|        maslow       |    189     |     85     |    104     |
|     dostoyevsky     |    190     |     -      |     -      |
|       bakhtin       |    191     |    164     |     27     |
|       weikart       |    192     |     -      |     -      |
|    wittgensteins    |    193     |     -      |     -      |
|        plato        |    194     |    140     |     54     |
|      chasseguet     |    195     |     -      |     -      |
|       mortido       |    196     |     -      |     -      |
|        urmuz        |    197     |    151     |     46     |
|    individuation    |    198     |    166     |     32     |
|        balzac       |    199     |     -      |     -      |
|       plotinus      |    200     |     -      |     -      |
+---------------------+------------+------------+------------+


Similar words to health
expert count: 401670 | Novice has 4096 less
+------------------------+------------+------------+------------+
|          Word          | Novice Pos | Expert Pos | Difference |
+------------------------+------------+------------+------------+
|       healthcare       |     1      |     1      |     0      |
|        welfare         |     2      |     2      |     0      |
|         health         |     3      |     6      |     -3     |
|       nutrition        |     4      |     3      |     1      |
|        medical         |     5      |     5      |     0      |
|        hygiene         |     6      |     4      |     2      |
|       palliative       |     7      |     9      |     -2     |
|       education        |     8      |     10     |     -2     |
|       sanitation       |     9      |     7      |     2      |
|     environmental      |     10     |     12     |     -2     |
|         health         |     11     |     16     |     -5     |
|     cardiovascular     |     12     |     17     |     -5     |
|        medicare        |     13     |     18     |     -5     |
|       wellbeing        |     14     |     11     |     3      |
|       telehealth       |     15     |     8      |     7      |
|       disability       |     16     |     14     |     2      |
|       perinatal        |     17     |     28     |    -11     |
|        nursing         |     18     |     21     |     -3     |
|         health         |     19     |     15     |     4      |
|       antenatal        |     20     |     29     |     -9     |
|       geriatric        |     21     |     42     |    -21     |
|     rehabilitative     |     22     |     13     |     9      |
|      biosecurity       |     23     |     26     |     -3     |
|     rehabilitation     |     24     |     32     |     -8     |
|      psychosocial      |     25     |     19     |     6      |
|       midwifery        |     26     |     44     |    -18     |
|       eldercare        |     27     |     22     |     5      |
|        obesity         |     28     |     27     |     1      |
|       geriatrics       |     29     |     25     |     4      |
|        diabetes        |     30     |     23     |     7      |
|         safety         |     31     |     35     |     -4     |
|    musculoskeletal     |     32     |     31     |     1      |
|        caremore        |     33     |    132     |    -99     |
|        medicaid        |     34     |     41     |     -7     |
|      immunization      |     35     |     33     |     2      |
|       childcare        |     36     |     24     |     12     |
|       aftercare        |     37     |     37     |     0      |
|     sustainability     |     38     |     36     |     2      |
|         dental         |     39     |     43     |     -4     |
|      epidemiology      |     40     |     40     |     0      |
|       pediatric        |     41     |     55     |    -14     |
|       preventive       |     42     |     38     |     4      |
|       healtheast       |     43     |     34     |     9      |
|       prevention       |     44     |     51     |     -7     |
|      telemedicine      |     45     |     39     |     6      |
|       veterinary       |     46     |     48     |     -2     |
|      nutritional       |     47     |     56     |     -9     |
|        clinical        |     48     |     46     |     2      |
|       caregiving       |     49     |     45     |     4      |
|          hiv           |     50     |     77     |    -27     |
|     neurocritical      |     51     |     72     |    -21     |
|          vha           |     52     |     20     |     32     |
|      prehospital       |     53     |     83     |    -30     |
|       biomedical       |     54     |     60     |     -6     |
|          hhs           |     55     |     63     |     -8     |
|        pensions        |     56     |     75     |    -19     |
|          dhhs          |     57     |     59     |     -2     |
|      oncological       |     58     |     62     |     -4     |
|        advocacy        |     59     |     54     |     5      |
|      immunisation      |     60     |     61     |     -1     |
|          care          |     61     |     57     |     4      |
|       hospitals        |     62     |     50     |     12     |
|          nrh           |     63     |     97     |    -34     |
|        ehealth         |     64     |     53     |     11     |
|    neuropsychiatric    |     65     |     52     |     13     |
|        prenatal        |     66     |     64     |     2      |
|      domiciliary       |     67     |     30     |     37     |
|     perioperative      |     68     |     88     |    -20     |
|         social         |     69     |     91     |    -22     |
|       obstetric        |     70     |     58     |     12     |
|       behavioral       |     71     |     98     |    -27     |
|      chiropractic      |     72     |     69     |     3      |
|       hospitals        |     73     |     66     |     7      |
|       employment       |     74     |     68     |     6      |
|      preparedness      |     75     |     86     |    -11     |
|       oncologic        |     76     |    100     |    -24     |
|      psychiatric       |     77     |     79     |     -2     |
|      preventative      |     78     |     99     |    -21     |
|       counseling       |     79     |     90     |    -11     |
|      naturopathy       |     80     |     87     |     -7     |
|       financial        |     81     |     74     |     7      |
|          ncds          |     82     |     49     |     33     |
|       workplace        |     83     |     78     |     5      |
|        security        |     84     |     94     |    -10     |
|    cardiometabolic     |     85     |    185     |    -100    |
|       governance       |     86     |     85     |     1      |
|       physicians       |     87     |     47     |     40     |
|     neurointensive     |     88     |     70     |     18     |
| deinstitutionalization |     89     |     96     |     -7     |
|       physicians       |     90     |     84     |     6      |
|     immunizations      |     91     |    128     |    -37     |
|       illnesses        |     92     |    107     |    -15     |
|      homelessness      |     93     |    110     |    -17     |
|        oncology        |     94     |    104     |    -10     |
|      educational       |     95     |    113     |    -18     |
|     multispecialty     |     96     |    138     |    -42     |
|     transportation     |     97     |    131     |    -34     |
|      counselling       |     98     |    153     |    -55     |
|        healths         |     99     |    109     |    -10     |
|        eyecare         |    100     |     -      |     -      |
|   interprofessional    |    101     |     -      |     -      |
|       bioethics        |    102     |     71     |     31     |
|        patients        |    103     |     65     |     38     |
|      tuberculosis      |    104     |    115     |    -11     |
|      obstetrical       |    105     |    120     |    -15     |
|        economic        |    106     |    114     |     -8     |
|       pediatrics       |    107     |    159     |    -52     |
|      allomaternal      |    108     |    118     |    -10     |
|      agriculture       |    109     |     93     |     16     |
|        hygienic        |    110     |    139     |    -29     |
|       dietetics        |    111     |     -      |     -      |
|        outreach        |    112     |    147     |    -35     |
|          aids          |    113     |    101     |     12     |
|     neurosurgical      |    114     |     -      |     -      |
|      malnutrition      |    115     |     81     |     34     |
|         ncats          |    116     |     -      |     -      |
|         usphs          |    117     |    143     |    -26     |
|        wellness        |    118     |    111     |     7      |
|      gerontology       |    119     |    116     |     3      |
|     breastfeeding      |    120     |    125     |     -5     |
|       toxicology       |    121     |    179     |    -58     |
|    pharmacotherapy     |    122     |     82     |     40     |
|        urology         |    123     |    195     |    -72     |
|         ethics         |    124     |    140     |    -16     |
|     neurosciences      |    125     |     -      |     -      |
|       paediatric       |    126     |     67     |     59     |
|         policy         |    127     |    151     |    -24     |
|        medicine        |    128     |    117     |     11     |
|      neurological      |    129     |    148     |    -19     |
|       outpatient       |    130     |    156     |    -26     |
|        pharmacy        |    131     |    122     |     9      |
|   psychopharmacology   |    132     |    190     |    -58     |
|      naturopathic      |    133     |    124     |     9      |
|       defectives       |    134     |    180     |    -46     |
|       caregivers       |    135     |    133     |     2      |
|      respiratory       |    136     |    157     |    -21     |
|       psychiatry       |    137     |    152     |    -15     |
|          care          |    138     |    103     |     35     |
|        urologic        |    139     |    187     |    -48     |
|        finance         |    140     |    130     |     10     |
|       ophthalmic       |    141     |    162     |    -21     |
|          nhs           |    142     |    112     |     30     |
|         cancer         |    143     |    127     |     16     |
|    gastroenterology    |    144     |    106     |     38     |
|      vaccination       |    145     |    150     |     -5     |
|  neurorehabilitation   |    146     |     -      |     -      |
|     biotechnology      |    147     |    145     |     2      |
|       nonmedical       |    148     |     89     |     59     |
|        diseases        |    149     |    126     |     23     |
|        homecare        |    150     |     -      |     -      |
|   neurodevelopmental   |    151     |     -      |     -      |
|        patient         |    152     |    161     |     -9     |
|      polyclinics       |    153     |    108     |     45     |
|     endometriosis      |    154     |     -      |     -      |
|         asthma         |    155     |    135     |     20     |
|       management       |    156     |    123     |     33     |
|       maternity        |    157     |    192     |    -35     |
|       radiology        |    158     |     -      |     -      |
|      prematurity       |    159     |     -      |     -      |
|         polio          |    160     |     -      |     -      |
|     physiotherapy      |    161     |    171     |    -10     |
|         autism         |    162     |    174     |    -12     |
|     credentialing      |    163     |    200     |    -37     |
|       optometry        |    164     |    172     |     -8     |
|     ophthalmology      |    165     |     -      |     -      |
|     affordability      |    166     |    198     |    -32     |
|        benefits        |    167     |    183     |    -16     |
|          fqhc          |    168     |     -      |     -      |
|        neonatal        |    169     |    146     |     23     |
|      occupational      |    170     |     -      |     -      |
|        research        |    171     |    154     |     17     |
|        referral        |    172     |    170     |     2      |
|       hepatology       |    173     |    134     |     39     |
|     dermatological     |    174     |    176     |     -2     |
|        staffing        |    175     |    175     |     0      |
|      infertility       |    176     |    137     |     39     |
|       referrals        |    177     |    164     |     13     |
|          vvf           |    178     |     -      |     -      |
|      readmissions      |    179     |     -      |     -      |
|        sanitary        |    180     |    186     |     -6     |
|       alzheimers       |    181     |     -      |     -      |
|       nephrology       |    182     |     -      |     -      |
|      humanitarian      |    183     |    149     |     34     |
|          pih           |    184     |     -      |     -      |
|         carers         |    185     |     -      |     -      |
|      orthopaedics      |    186     |    178     |     8      |
|         mental         |    187     |     -      |     -      |
|       nosocomial       |    188     |     -      |     -      |
|          hmo           |    189     |    121     |     68     |
|        resource        |    190     |     -      |     -      |
|      audiological      |    191     |     -      |     -      |
|      productivity      |    192     |    194     |     -2     |
|       clinicians       |    193     |     -      |     -      |
|         ninds          |    194     |     -      |     -      |
|       dentistry        |    195     |    182     |     13     |
|   pharmacovigilance    |    196     |    105     |     91     |
|      osteoporosis      |    197     |    102     |     95     |
|     poliomyelitis      |    198     |     -      |     -      |
|          ahrq          |    199     |     -      |     -      |
|      neonatology       |    200     |    188     |     12     |
+------------------------+------------+------------+------------+


Similar words to hospital
expert count: 306580 | Novice has 1066 less
+---------------------+------------+------------+------------+
|         Word        | Novice Pos | Expert Pos | Difference |
+---------------------+------------+------------+------------+
|      infirmary      |     1      |     1      |     0      |
|        clinic       |     2      |     2      |     0      |
|      sanatorium     |     3      |     3      |     0      |
|      hospitals      |     4      |     6      |     -2     |
|       hospice       |     5      |     4      |     1      |
|      dispensary     |     6      |     5      |     1      |
|      sanitarium     |     7      |     8      |     -1     |
|      sanitorium     |     8      |     9      |     -1     |
|      hospitals      |     9      |     7      |     2      |
|      polyclinic     |     10     |     10     |     0      |
|       ichilov       |     11     |     11     |     0      |
|     convalescent    |     12     |     15     |     -3     |
|      orphanage      |     13     |     16     |     -3     |
|      ninewells      |     14     |     12     |     2      |
|      harperbury     |     15     |     20     |     -5     |
|      derriford      |     16     |     18     |     -2     |
|      southmead      |     17     |     29     |    -12     |
|       nursing       |     18     |     19     |     -1     |
|     psychiatric     |     19     |     23     |     -4     |
| newyorkpresbyterian |     20     |     46     |    -26     |
|      gartnavel      |     21     |     14     |     7      |
|       bethlem       |     22     |     22     |     0      |
|       medical       |     23     |     25     |     -2     |
|       stobhill      |     24     |     13     |     11     |
|      stoneyetts     |     25     |    166     |    -141    |
|      outpatient     |     26     |     32     |     -6     |
|       maudsley      |     27     |     28     |     -1     |
|     outpatients     |     28     |     57     |    -29     |
|     leprosarium     |     29     |     17     |     12     |
|     addenbrooke     |     30     |     94     |    -64     |
|       cemetery      |     31     |     36     |     -5     |
|   psychogeriatric   |     32     |     -      |     -      |
|        lacor        |     33     |     54     |    -21     |
|        haslar       |     34     |     26     |     8      |
|      ambulance      |     35     |     37     |     -2     |
|      burghölzli     |     36     |    135     |    -99     |
|     mangunkusumo    |     37     |     52     |    -15     |
|       milpark       |     38     |    149     |    -111    |
|        nurse        |     39     |     60     |    -21     |
|      inpatient      |     40     |     48     |     -8     |
|      moorfields     |     41     |     24     |     17     |
|     pinderfields    |     42     |     81     |    -39     |
|       kingseat      |     43     |     83     |    -40     |
|       lazaret       |     44     |     45     |     -1     |
|    rikshospitalet   |     45     |     44     |     1      |
|      policlinic     |     46     |     40     |     6      |
|         upmc        |     47     |     53     |     -6     |
|         vgh         |     48     |    179     |    -131    |
|        mulago       |     49     |     51     |     -2     |
|       bangour       |     50     |     39     |     11     |
|     altnagelvin     |     51     |     75     |    -24     |
|      workhouse      |     52     |     56     |     -4     |
|     salpêtrière     |     53     |     47     |     6      |
|      llandough      |     54     |    131     |    -77     |
|       raigmore      |     55     |     65     |    -10     |
|      maternity      |     56     |     62     |     -6     |
|    craiglockhart    |     57     |     61     |     -4     |
|        school       |     58     |     63     |     -5     |
|       lankenau      |     59     |     50     |     9      |
|       nsambya       |     60     |     30     |     30     |
|       hôpital       |     61     |     34     |     27     |
|         muhc        |     62     |     -      |     -      |
|      harborview     |     63     |     66     |     -3     |
|       medanta       |     64     |     86     |    -22     |
|       surgeon       |     65     |     59     |     6      |
|       facility      |     66     |     71     |     -5     |
|    rigshospitalet   |     67     |     55     |     12     |
|         sskm        |     68     |    125     |    -57     |
|      kokilaben      |     69     |    192     |    -123    |
|       westmead      |     70     |     38     |     32     |
|       wellstar      |     71     |     -      |     -      |
|      onandjokwe     |     72     |     -      |     -      |
|       convent       |     73     |     68     |     5      |
|    diakonhjemmet    |     74     |     31     |     43     |
|        cipto        |     75     |     42     |     33     |
|         rnsh        |     76     |    173     |    -97     |
|      middlemore     |     77     |    100     |    -23     |
|      poorhouse      |     78     |     21     |     57     |
|       frenchay      |     79     |     58     |     21     |
|       college       |     80     |     82     |     -2     |
|        asylum       |     81     |     89     |     -8     |
|      hairmyres      |     82     |     33     |     49     |
|    hackensackumc    |     83     |    194     |    -111    |
|       seminary      |     84     |     73     |     11     |
|       baycrest      |     85     |     -      |     -      |
|     baragwanath     |     86     |     91     |     -5     |
|         mgdm        |     87     |     -      |     -      |
|       sjukhus       |     88     |    115     |    -27     |
|    clatterbridge    |     89     |    102     |    -13     |
|      almshouse      |     90     |     72     |     18     |
|     addenbrookes    |     91     |    188     |    -97     |
|      geriatric      |     92     |    155     |    -63     |
|       woodilee      |     93     |    152     |    -59     |
|       charité       |     94     |     49     |     45     |
|       firland       |     95     |    144     |    -49     |
|         ohsu        |     96     |    121     |    -25     |
|        prison       |     97     |    101     |     -4     |
|        hotel        |     98     |     97     |     1      |
|     orthopaedic     |     99     |     80     |     19     |
|     krankenhaus     |    100     |     96     |     4      |
|       siriraj       |    101     |     64     |     37     |
|      inpatients     |    102     |     85     |     17     |
|      kennestone     |    103     |     76     |     27     |
|     sabbatsberg     |    104     |     -      |     -      |
|        hostel       |    105     |     99     |     6      |
|     preventorium    |    106     |    111     |     -5     |
|        chapel       |    107     |     88     |     19     |
|     crematorium     |    108     |     67     |     41     |
|        shands       |    109     |    189     |    -80     |
|      ruttonjee      |    110     |     43     |     67     |
|       yorkhill      |    111     |     41     |     70     |
|         picu        |    112     |     -      |     -      |
|       barracks      |    113     |     90     |     23     |
|    multispecialty   |    114     |    127     |    -13     |
|      broadgreen     |    115     |    153     |    -38     |
|     neurosurgery    |    116     |    119     |     -3     |
|       albless       |    117     |    108     |     9      |
|        jaslok       |    118     |     84     |     34     |
|       maristan      |    119     |    134     |    -15     |
|       treliske      |    120     |    141     |    -21     |
|      bellsdyke      |    121     |     -      |     -      |
|      harefield      |    122     |     74     |     48     |
|        yanhee       |    123     |    116     |     7      |
|         urmc        |    124     |    165     |    -41     |
|      crosshouse     |    125     |    161     |    -36     |
|      salmaniya      |    126     |     95     |     31     |
|        nurses       |    127     |    128     |     -1     |
|       libanês       |    128     |     79     |     49     |
|         gaol        |    129     |    175     |    -46     |
|     orthopedics     |    130     |    151     |    -21     |
|       nawaloka      |    131     |     -      |     -      |
|      paediatric     |    132     |     70     |     62     |
|       kandang       |    133     |     78     |     55     |
|    healthpartners   |    134     |     -      |     -      |
|     addenbrookes    |    135     |    172     |    -37     |
|       isisford      |    136     |     -      |     -      |
|       pembury       |    137     |    124     |     13     |
|      ashecliffe     |    138     |     -      |     -      |
|        korle        |    139     |    170     |    -31     |
|      haukeland      |    140     |    114     |     26     |
|     hydropathic     |    141     |     -      |     -      |
|        netley       |    142     |    184     |    -42     |
|       pharmacy      |    143     |    137     |     6      |
|      healthplex     |    144     |     -      |     -      |
|       kaishun       |    145     |    105     |     40     |
|       leratong      |    146     |     -      |     -      |
|    cardiothoracic   |    147     |    162     |    -15     |
|       netherne      |    148     |     98     |     50     |
|       mathari       |    149     |     -      |     -      |
|         bamc        |    150     |    117     |     33     |
|      graylands      |    151     |    129     |     22     |
|         jail        |    152     |    186     |    -34     |
|     gynaecology     |    153     |    150     |     3      |
|       asylums       |    154     |    110     |     44     |
|       sickkids      |    155     |    178     |    -23     |
|      bridewell      |    156     |    109     |     47     |
|       kisiizi       |    157     |     -      |     -      |
|       kapsowar      |    158     |     -      |     -      |
